3619,opbf2,18/02/2017,42,44,0,7
3620,opbf2,18/02/2017,56,63,0,7
3621,tc432,21/02/2017,40,42,0,3
3628,opbf2,24/02/2017,44,47,0,3
3630,opbf2,24/02/2017,52,56,0,4
3631,vap31,18/02/2017,44,47,8,8
3633,tmjv2,20/02/2017,6,9,0,7
3636,md700,20/02/2017,58,71,8,8
3635,md700,20/02/2017,58,71,10,10
3637,md700,20/02/2017,58,71,9,9
3638,md700,20/02/2017,58,71,11,11
3639,city,21/02/2017,54,57,0,2
3640,city,23/02/2017,50,53,6,7
3642,city,24/02/2017,50,53,5,5
3653,opbf2,25/02/2017,30,33,0,3
3646,city,22/02/2017,40,43,7,7
3650,city,23/02/2017,54,57,0,5
3673,city,28/02/2017,50,53,0,2
3674,city,01/03/2017,50,53,0,1
3676,city,02/03/2017,50,53,0,7
3680,city,03/03/2017,50,53,0,0
3678,city,27/02/2017,50,53,2,2
3666,ma616,26/02/2017,28,31,0,2
3679,city,01/03/2017,50,53,2,2
3683,city,06/03/2017,46,49,0,1
3669,city,08/03/2017,46,49,0,1
3670,city,27/02/2017,46,49,0,1
3671,city,27/02/2017,50,53,0,1
3672,city,28/02/2017,54,57,0,4
3681,sg703,05/03/2017,58,61,0,0
3682,ma616,07/03/2017,44,47,0,7
3684,city,06/03/2017,50,53,0,0
3685,city,07/03/2017,54,57,0,3
3686,city,08/03/2017,50,53,0,2
3687,csh54,07/03/2017,40,43,4,4
3688,csh54,07/03/2017,48,71,4,4
3689,csh54,07/03/2017,36,39,4,4
3690,csh54,07/03/2017,32,35,4,4
3691,csh54,08/03/2017,0,19,0,0
3694,city,07/03/2017,54,61,5,6
3693,city,07/03/2017,58,61,0,3
3695,city,09/03/2017,50,53,0,7
3696,opbf2,10/03/2017,47,51,0,7
3697,city,13/03/2017,47,50,0,5
3699,city,14/03/2017,50,53,0,2
3700,city,14/03/2017,54,57,0,1
3701,city,15/03/2017,46,49,0,1
3702,city,15/03/2017,50,53,0,1
3703,city,17/03/2017,50,53,0,0
3707,an463,16/03/2017,38,42,2,2
3708,ma616,20/03/2017,20,23,0,0
3709,ma616,21/03/2017,20,23,0,0
3710,ma616,22/03/2017,20,23,0,0
3711,city,19/03/2017,68,71,0,1
3712,city,20/03/2017,48,51,0,7
3713,sg703,21/03/2017,24,27,0,2
3714,city,21/03/2017,50,57,0,1
3715,city,22/03/2017,50,53,0,1
3716,jvjc2,22/03/2017,46,50,2,2
3717,ma616,23/03/2017,16,19,0,0
3719,city,23/03/2017,48,51,0,1
3720,city,22/03/2017,56,59,0,0
3721,jvjc2,23/03/2017,46,51,7,7
3722,jvjc2,27/03/2017,46,51,0,0
3730,city,27/03/2017,53,56,4,5
3729,city,27/03/2017,51,55,6,6
3733,city,28/03/2017,50,53,0,4
3738,city,28/03/2017,54,57,0,1
3736,city,28/03/2017,50,53,5,5
3737,city,28/03/2017,48,51,6,7
3739,city,29/03/2017,50,53,0,2
3746,city,03/04/2017,48,51,7,7
3743,city,30/03/2017,48,51,0,1
3744,city,03/04/2017,48,51,0,6
3745,city,10/04/2017,48,51,0,6
3749,city,04/04/2017,50,53,0,1
3753,city,05/04/2017,50,53,0,0
3752,city,04/04/2017,54,57,0,2
3754,jvjc2,04/04/2017,46,51,7,7
3762,city,11/04/2017,48,51,0,1
